,artist,track,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
834,Lost Kings,Anti-Everything,5d1fRO6RYAtbPPgbpSHnlA,72,0.734,0.663,0,-7.292,1,0.185,0.28,0.0,0.12,0.256,101.943,183853,4
835,Khalid,Hundred,0HEckRWFSknIupbGzavk5d,71,0.772,0.483,6,-10.06,0,0.0564,0.0521,0.000375,0.377,0.479,120.005,277080,4
836,Hillsong UNITED,Another In The Fire - Live,5PmHmU5AaBy9ld3bdQkD96,66,0.451,0.688,0,-7.843,1,0.0358,0.000614,0.0,0.141,0.0827,135.066,393360,4
837,Logic,Icy (feat. Gucci Mane),2FzgbCcszptrQpdJOr2Soi,70,0.827,0.522,7,-4.866,1,0.0845,0.163,1.19e-06,0.109,0.477,151.99,265267,4
838,Tame Impala,Patience,2drEUEg0TYQR6dDEHkpuPE,71,0.546,0.859,1,-5.966,1,0.0306,0.00223,0.000947,0.0529,0.645,99.965,292267,4
839,Andy Grammer,I Found You,3CAqTfkRgmImhxYDjyL6S7,71,0.728,0.701,1,-6.58,1,0.0406,0.0945,2.08e-05,0.181,0.413,137.97,151734,4
840,Ariana Grande,make up,27356GVuMPFWiJSZCragoM,72,0.671,0.714,7,-5.373,1,0.21,0.0844,1.48e-06,0.0568,0.477,105.137,140693,3
841,TOOL,Litanie contre la Peur,4qE9yOgBNsARadpZTAb6RH,72,0.151,0.0137,0,-22.812,0,0.0479,0.979,0.956,0.0869,0.0371,136.297,134490,3
842,Ben Platt,Grow As We Go,6hYvw3LLTViP2mT4MpDNmT,70,0.458,0.137,8,-14.083,1,0.0355,0.882,0.0,0.15,0.437,80.824,249427,4
843,Chris Brown,Girl Of My Dreams,5I9JpRapHDULuFxOqkjP5m,71,0.39,0.472,10,-6.154,1,0.0357,0.0388,0.0,0.111,0.163,119.548,202000,4
844,Khalid,Saturday Nights,1fHRzxbts9A8J1ergDe7Kz,72,0.574,0.37,10,-10.803,1,0.0841,0.634,9.38e-05,0.0986,0.354,83.162,211627,4
845,BTS,Mikrokosmos,5hnbE5BF2e8BCk9OMR1UVC,75,0.58,0.858,8,-5.212,1,0.114,0.125,0.0,0.0502,0.475,174.039,224225,3
846,Bebe Rexha,"You Can't Stop The Girl (From Disney's ""Maleficent: Mistress of Evil"")",1i3z3GR1JtLswOSJNO0BQw,73,0.394,0.718,7,-6.336,1,0.0607,0.706,0.0,0.116,0.247,151.912,158258,4
847,The Chainsmokers,Do You Mean,0ZBP7LB2JvzoaKsBFElGRF,72,0.6,0.666,11,-9.827,1,0.0394,0.102,0.0,0.118,0.566,99.989,193176,4
848,Lizzo,Exactly How I Feel (feat. Gucci Mane),1IOST4IzZK644vqdEFkPzg,68,0.872,0.718,6,-3.238,0,0.229,0.114,0.0,0.333,0.833,112.981,143191,4
849,The Lumineers,It Wasn't Easy To Be Happy For You,2qhfWLkKqWripwiw8DJdGU,67,0.765,0.373,2,-5.321,1,0.0302,0.854,0.0,0.0949,0.379,89.099,214067,4
850,PRETTYMUCH,Lying (feat. Lil Tjay),6x8V3kUNlhVbwRbVP0QeSS,71,0.594,0.75,11,-3.693,0,0.0625,0.00367,0.0,0.166,0.328,142.023,203676,4
851,Kevin Gates,Have You Ever,4qcig4nIdcmkJ796LZ4rxF,60,0.866,0.73,4,-2.965,0,0.304,0.0144,8.6e-06,0.16,0.435,160.034,182954,4
852,Tyler Childers,All Your'n,0fCwTrRNfoNk962ati8n2K,67,0.585,0.55,11,-7.342,1,0.0255,0.408,3.97e-05,0.115,0.839,78.176,218280,4
853,Rex Orange County,New House,79yScU3wNnv2yPF3awYqnU,71,0.402,0.378,1,-8.682,0,0.0436,0.807,0.0,0.242,0.317,73.262,199052,4
854,Kodak Black,Pimpin Ain't Eazy,5FxKZ4IajYIRDjAWAboiB4,67,0.644,0.501,0,-8.959,1,0.492,0.311,0.0,0.106,0.173,129.828,177000,4
855,Maggie Rogers,Burning,68vxG1i6RSmrsY9mRdqDgG,69,0.735,0.688,5,-5.471,1,0.104,0.21,3.11e-05,0.106,0.282,110.045,213173,4
856,Lost Kings,Don't Kill My High,09yhMTRqQ1I1dniu3PoIQi,70,0.674,0.932,8,-4.876,1,0.0718,0.0363,0.0,0.0576,0.826,144.039,180333,4
857,Labrinth,Mount Everest,18wCJcoFmXZ0jfrFhF6cYS,71,0.46,0.426,0,-7.286,0,0.218,0.232,0.0754,0.0847,0.432,88.802,157477,4
858,Ozuna,Muito Calor,5uVgsAzjO6eJR06VPrqUga,80,0.814,0.863,9,-2.885,1,0.0589,0.116,0.000226,0.0736,0.597,98.048,185147,4
859,Cole Swindell,Love You Too Late,1cxSTaUfweIG0dw3a9BGi3,67,0.541,0.77,9,-5.526,0,0.039,0.00101,0.0,0.178,0.575,113.941,203893,4
860,Kevin Gates,Fly Again,6fkdKC64M7sVKLHo0pLTmg,60,0.747,0.769,1,-5.283,1,0.287,0.291,6.93e-05,0.319,0.729,143.037,246713,4
861,Yung Gravy,The Boys Are Back In Town,4Mqfhqtb5WmondLWYsCCrz,69,0.853,0.701,8,-5.908,1,0.34,0.212,0.0,0.142,0.643,155.069,147907,4
862,Anderson .Paak,Make It Better (feat. Smokey Robinson),4SBVWkRIMJ6WBCYPvr5Bwr,71,0.676,0.56,4,-6.024,0,0.0643,0.0112,0.00403,0.137,0.551,178.555,219332,4
863,YoungBoy Never Broke Again,4 Sons of a King,6H0dvZoFJCMmai10qAwTpv,66,0.805,0.531,5,-7.463,1,0.241,0.043,0.0,0.116,0.789,151.987,127368,4
864,Vince Staples,So What? - Episode 01,2JRo1DJhNhZWs1TzrPNOSZ,69,0.854,0.844,2,-5.908,1,0.0519,0.00651,5.08e-06,0.186,0.832,146.041,125149,4
865,Kygo,Not Ok,6aoGtdWXBkYQ2O2wnyIz2x,77,0.618,0.66,11,-8.14,0,0.0372,0.0292,2.07e-06,0.325,0.408,105.0,210944,4
866,XXXTENTACION,Sauce!,3jq1RpStaB1YGyN3rRZGca,70,0.68,0.313,3,-13.672,0,0.0347,0.582,0.0,0.19,0.405,135.034,144724,4
867,KYLE,Hey Julie! (feat. Lil Yachty),3fVIFpU3VdSEoR82DaYe79,70,0.803,0.499,11,-5.932,1,0.306,0.0363,3.46e-06,0.129,0.749,161.042,156637,4
868,Comethazine,Walk (Remix),35l8ivgXiWiDCv7TCZ50Da,70,0.813,0.586,2,-10.478,1,0.379,0.0547,0.0,0.238,0.798,160.043,186517,4
869,Reik,Me Niego (feat. Ozuna & Wisin),4ggiDYAkJ7Yk8d5xOr7Xjo,78,0.777,0.782,0,-4.435,0,0.0907,0.0505,0.0,0.64,0.773,94.023,221653,4
870,ITZY,ICY,7zFBtYAVURF3bUVqEQ6UUu,78,0.801,0.904,2,-2.819,1,0.0834,0.0324,3.1e-05,0.182,0.814,124.979,191142,4
871,Kevin Gates,Pretend,5THenX6H5EwwO0IGpg2oth,60,0.782,0.609,4,-5.028,0,0.184,0.23,0.0,0.473,0.326,138.978,196032,4
872,SHAED,Trampoline (with ZAYN),1iQDltZqI7BXnHrFy4Qo1k,74,0.619,0.459,7,-5.782,0,0.0334,0.56,0.0,0.137,0.498,126.803,184280,4
873,EVERGLOW,Adios,5uHl2eYaITSX6xEX8bmaXy,78,0.633,0.706,10,-5.137,0,0.0627,0.000587,0.0795,0.245,0.399,128.187,189147,4
874,TOOL,Legion Inoculant,48C0O5CXfQdfjUCUhOs1YP,71,0.195,0.143,0,-19.052,1,0.0464,0.00229,0.942,0.221,0.0262,79.539,189979,4
875,Ed Sheeran,Put It All on Me (feat. Ella Mai),5T03itPFOPGGkvVPvPiyla,75,0.627,0.594,7,-8.306,1,0.0478,0.253,0.0,0.373,0.389,101.008,197093,4
876,EARTHGANG,Proud Of U (feat. Young Thug),4u8xrKWeF7xBO9kGwIk6u7,68,0.768,0.456,2,-8.676,1,0.354,0.0691,0.0,0.162,0.39,77.582,238200,4
877,Beyoncé,Before I Let Go - Homecoming Live Bonus Track,7LikBkHerFGZ58QHVOKp1t,69,0.713,0.842,6,-5.424,0,0.0984,0.0686,0.0,0.341,0.435,102.968,240777,4
878,Polo G,Chosen 1,40QrLHWdsxyXLAdjJG4Rxs,68,0.77,0.576,8,-11.845,0,0.339,0.138,0.0,0.08,0.364,166.162,127200,4
879,Beyoncé,Can You Feel the Love Tonight,1zSKtBze2IReYU44W0lDzd,75,0.337,0.331,5,-10.16,1,0.0385,0.657,0.0,0.085,0.35,103.203,182613,5
880,NLE Choppa,I Don't Need No Help,63wj9nAxfTgNSOh4szh24w,67,0.792,0.75,4,-4.359,0,0.224,0.021,0.0,0.378,0.593,164.948,102867,4
881,Kevin Gates,Push It,1Hc3yNWYf43zhBOSAM38ub,60,0.821,0.675,1,-4.566,1,0.28,0.088,0.0,0.248,0.405,140.012,180883,4
882,BTS,Dionysus,6JdS5rJvJaRA7B1tcm7kxZ,75,0.502,0.91,7,-2.769,1,0.107,0.04,0.0,0.319,0.588,176.084,249215,4
883,Juice WRLD,Ring Ring (with Rvssian feat. Clever),4zxpssj8DyrfZcEUSUiNxG,68,0.581,0.673,0,-4.421,0,0.0549,0.0768,0.0,0.4,0.621,160.073,171817,4
884,DaBaby,Carpet Burn,1N7CHs4eGjgr3gjyUgq75Y,67,0.824,0.859,2,-5.668,1,0.302,0.0492,0.0,0.28,0.903,77.973,102840,4
885,Cody Simpson,La Da Dee,0ccwMrlZONy5yXrirq7lTe,72,0.657,0.828,5,-5.544,1,0.0728,0.00847,0.0,0.326,0.566,115.954,196787,4
886,YUNGBLUD,Parents,3zR5cAShCz1ugKIWXGTjI3,76,0.594,0.833,9,-4.287,0,0.0507,0.00967,0.0,0.3,0.599,82.041,172027,4
887,Kevin Gates,Betta For You,5asCC2CzEEREYcu88A0OjZ,59,0.877,0.616,9,-5.071,1,0.259,0.0119,0.0,0.168,0.392,151.073,177322,4
888,Miley Cyrus,Unholy,6vjymPak0JRQC2P84XlI9t,72,0.824,0.534,4,-4.679,0,0.0363,0.0357,3.62e-06,0.0877,0.206,141.983,130187,4
889,BTS,Lights,44vXWYTcdrejrIQZEoHzl8,77,0.625,0.663,5,-5.115,1,0.0302,0.112,0.0,0.105,0.398,98.998,292773,4
890,Adriel Favela,Miami Vibe,6ZUBqOrjrdmkP4eLQLBeaq,74,0.795,0.731,4,-6.949,0,0.041,0.337,0.0,0.0935,0.88,103.509,229565,3
891,Will Smith,Prince Ali,1Pt2STlAgfB1CiEV8mf3CN,73,0.409,0.765,10,-5.674,0,0.104,0.0574,0.0,0.0922,0.365,97.383,209667,4
892,Lil Keed,Pull Up (feat. Lil Uzi Vert & YNW Melly),2rFXS1iNJqCUrcU21fJfe7,67,0.873,0.452,0,-7.124,0,0.369,0.0474,0.0,0.0495,0.585,77.031,162400,4
893,5 Seconds of Summer,Easier – Remix (with Charlie Puth),5iTaLzgPI5jRMVAxITcZwT,74,0.418,0.445,5,-5.407,1,0.227,0.469,0.0,0.123,0.608,175.686,157326,4
894,Kevin Gates,What I Like,4tejLfsKVhO0tmJ4cZetFg,59,0.938,0.514,5,-4.542,1,0.416,0.198,5.5e-05,0.0852,0.487,134.987,165333,4
895,Russ,CROWN,4STskVkFJFtNbjuZmDe26C,65,0.721,0.586,4,-5.852,0,0.0557,0.552,0.0,0.131,0.845,75.205,155308,4
896,Walker Hayes,Don't Let Her,6UbUXwQn2CM5mb9vHgt1Gz,67,0.712,0.64,4,-5.219,1,0.0374,0.0987,1.32e-06,0.0787,0.713,88.026,193753,4
897,Ed Sheeran,I Don't Want Your Money (feat. H.E.R.),3FHXUqaUer9o231Je1zxIN,75,0.469,0.631,8,-6.569,0,0.0853,0.314,0.0,0.14,0.763,91.418,204507,4
898,Quinn XCII,Tough (feat. Noah Kahan),3a1Zmq0P1E6W80x8EOcVNP,69,0.729,0.57,10,-7.047,1,0.0554,0.388,0.0,0.111,0.687,93.125,178133,4
899,The Lumineers,Leader Of The Landslide,4BzYMqZUzXpLz6TULBkAFI,66,0.46,0.437,1,-8.822,1,0.0416,0.804,1.65e-05,0.283,0.119,127.318,354840,5
900,Hillsong UNITED,Whole Heart (Hold Me Now) - Live,3XkNkpfHFB0hoS13DdzJup,66,0.329,0.588,4,-8.621,1,0.0322,0.0142,0.0,0.107,0.112,161.961,449253,3
901,Gucci Mane,Ice (feat. Gunna & Lil Baby),6KCt9V6Lev0M04rFUj8ANC,68,0.861,0.52,10,-5.498,0,0.472,0.193,0.0,0.109,0.384,153.899,177243,4
902,ILLENIUM,Hold On (with Georgia Ku),5Cevkgj9FyNRFIwY3xSCn8,68,0.506,0.744,9,-3.605,1,0.042,0.0463,6.62e-06,0.52,0.396,76.056,235263,4
903,Bea Miller,FEELS LIKE HOME,0T9un1tCka7l3lwsJmmLLU,70,0.817,0.445,4,-7.21,0,0.103,0.376,0.0,0.107,0.273,97.024,211522,4
904,Gryffin,OMG (with Carly Rae Jepsen),2j9YmQRxtjuVwb4XN95oT8,72,0.552,0.623,6,-5.766,1,0.0532,0.0122,0.0123,0.106,0.616,177.973,215737,4
905,Noriel,Cuerpo en Venta,2B94bbI1a4LyBpK1439oP7,84,0.696,0.601,11,-5.749,1,0.302,0.161,0.0,0.0974,0.408,91.924,254413,4
906,Avril Lavigne,Head Above Water,7gY3cyGcB2wnk2xDXiA0pe,74,0.578,0.694,5,-5.351,1,0.0706,0.0112,0.0,0.102,0.268,129.921,220850,4
907,Lil Durk,Green Light,1UoAvdzaFG3YpMUCwfdIii,67,0.806,0.825,10,-4.401,0,0.262,0.0198,0.0,0.102,0.613,145.89,142982,4
908,Lil Tjay,Resume,3U3gHqRwjam6CxwW68m30z,68,0.821,0.485,1,-12.369,1,0.411,0.324,0.0,0.105,0.41,143.026,235024,4
909,BROCKHAMPTON,I BEEN BORN AGAIN,7frG49GBDHPPvxXRVLRwle,70,0.771,0.636,2,-5.131,1,0.229,0.318,6e-05,0.0647,0.451,79.832,219720,4
910,Quality Control,Intro,7tbyiwnLhtKYXNMjCZ60BT,69,0.88,0.569,2,-5.497,1,0.274,0.141,0.0,0.673,0.141,137.024,215345,4
911,Justin Rarri,W2Leezy,6vN61JHkrDJYYhupL4y2tJ,69,0.722,0.51,6,-6.943,0,0.054,0.498,0.0,0.0831,0.544,140.006,196429,4
912,BTS,Heartbeat (BTS World Original Soundtrack),5EgYDyMDCi8X0zDydTF7Rb,75,0.437,0.716,5,-4.306,1,0.05,0.39,0.0,0.208,0.307,170.094,253304,4
913,Dreamville,"1993 (with J. Cole, JID, Cozz & EARTHGANG feat. Smino & Buddy)",1KbCc89SxYma4BnBChkJBs,68,0.525,0.725,7,-5.318,1,0.629,0.529,0.0,0.598,0.693,175.63,210467,4
914,James TW,When You Love Someone,0TXNKTzawI6VgLoA9UauRp,77,0.681,0.453,7,-6.09,1,0.0278,0.263,0.0,0.0543,0.348,125.772,216560,4
915,Eli Young Band,Love Ain't,6lUNNXp7M8boA7gUEd6PSm,67,0.6,0.851,11,-4.645,1,0.0388,0.00566,9.78e-06,0.0891,0.727,98.007,186600,4
916,Swae Lee,Sextasy,5jlLBqK31dOqXECKn3jlMX,72,0.784,0.416,7,-9.231,1,0.102,0.0546,2.16e-05,0.112,0.259,147.994,225037,4
917,A R I Z O N A,Nostalgic,1pBO9JDqh1y3TbCKEO1OvG,70,0.691,0.538,0,-9.952,1,0.103,0.246,0.163,0.178,0.329,99.972,182668,4
918,Shoreline Mafia,Mind Right (feat. Warhol.SS),0ldvmjY7KZIdGE3wmG8H5P,67,0.954,0.522,8,-7.032,1,0.366,0.0706,0.0,0.112,0.439,105.044,224413,4
919,Drake,Dreams Money Can Buy,1qyFlfPREPbRcS2BNszdYI,69,0.423,0.587,6,-6.635,1,0.529,0.765,0.0,0.114,0.33,180.331,253803,4
920,Thomas Rhett,Beer Can’t Fix,7idmHTAQQPUFqdjXkoooXD,67,0.711,0.774,7,-4.068,1,0.0308,0.0317,0.0,0.124,0.939,111.016,209733,4
921,Lizzo,Heaven Help Me,7oJf7PeBwMP7iFwyqfTfXa,68,0.67,0.725,0,-6.373,1,0.0972,0.0164,0.0,0.353,0.161,117.194,202321,4
922,YNW Melly,No Heart,0rhxoXFMKRtm1dQJfi72Yh,67,0.76,0.568,9,-3.92,1,0.0558,0.505,0.0,0.107,0.414,77.482,221419,4
923,NF,Thinking,4KIIzdrFS4U21IeaMTATDi,69,0.57,0.531,1,-5.82,1,0.293,0.26,0.000304,0.0922,0.557,109.787,192120,5
924,Rauw Alejandro,Que Le De,08aYFNUTIOMGq93e2VSArQ,79,0.77,0.75,0,-2.715,1,0.0785,0.19,0.0,0.0618,0.609,99.997,225600,4
925,Daniel Caesar,SUPERPOSITION,45PxuJqJBnPXZKLxoo9Apj,69,0.589,0.279,4,-11.209,1,0.0408,0.911,0.000128,0.087,0.333,115.656,263795,4
926,Nio Garcia,Mírame - Remix,53uKGbcMjEc2gIWbfmvpdS,81,0.74,0.83,1,-3.243,1,0.153,0.119,1.32e-05,0.243,0.78,176.054,377580,4
927,Liam Payne,Stack It Up (feat. A Boogie Wit da Hoodie),1xU2QZ40MY4Ex2pfczZa9U,76,0.743,0.812,7,-3.069,1,0.132,0.153,0.0,0.0642,0.606,100.047,166406,4
928,BROCKHAMPTON,LOVE ME FOR LIFE,41PCkAcfU1UiSKUDtt6tXQ,69,0.839,0.416,5,-7.658,1,0.0876,0.0319,0.0,0.166,0.567,125.969,215013,4
929,Lewis Capaldi,Hold Me While You Wait,6700Z4Izi8EbB6JNthU6Ma,76,0.688,0.53,11,-5.507,1,0.0333,0.443,0.0,0.0995,0.162,106.958,205687,4
930,Tyga,Goddamn (feat. A Boogie wit da Hoodie),0Zl4G9qcdXV5hVhdOirNHG,74,0.951,0.573,0,-6.002,0,0.227,0.0667,0.0,0.119,0.42,105.052,211040,4
931,Lil Skies,Bad Girls (feat. Gucci Mane),0hCHNYL8ApQCGNwJrYN1FY,68,0.771,0.761,1,-4.727,0,0.047,0.208,0.0,0.091,0.277,131.01,219664,4
932,Tove Lo,Glad He's Gone,6aIAuKNU8JlVaTmoCYYN6U,73,0.795,0.595,1,-8.073,1,0.0698,0.0823,0.0,0.128,0.502,91.025,196348,4
933,Post Malone,"Sunflower (Remix) [with Swae Lee, Nicky Jam, and Prince Royce]",0wt9RjddODlWDetpuaXfRK,72,0.604,0.754,2,-4.243,1,0.119,0.274,3.53e-06,0.0947,0.28,179.836,210000,4
934,2 Chainz,Rule The World (feat. Ariana Grande),1R6VwZ8TuHRzxZUxe88n4I,68,0.592,0.584,8,-6.232,0,0.0893,0.158,2.63e-06,0.132,0.447,88.073,245893,4
935,James Barker Band,There's A Drink For That,1emssFw7IdIo26E9JDiJrz,68,0.628,0.688,7,-6.2,1,0.0268,0.0081,0.0,0.301,0.699,96.012,184533,4
936,Tyga,Haute (feat. J Balvin & Chris Brown),1rYC34UUszS0QzzECNRhYb,73,0.946,0.723,9,-3.692,1,0.114,0.0778,0.0,0.0608,0.349,102.956,160877,4
937,Dalex,Bellaquita,1tpbAGsGpZee5jDHMcLrUJ,81,0.584,0.698,8,-3.961,1,0.106,0.09,6.87e-05,0.171,0.765,166.047,204787,4
938,Macklemore,Shadow (feat. IRO) - From Songland,09Hjv8GEDhzPxqiJCw8dSB,74,0.785,0.559,1,-8.435,1,0.347,0.18,0.0,0.303,0.416,128.021,177966,4
939,Skrillex,Midnight Hour with Boys Noize & Ty Dolla $ign,5AFrctm65wWIqJsjHPPx85,72,0.849,0.847,0,-4.349,1,0.0682,0.0034,0.000366,0.165,0.34,126.018,199600,4
940,Khalid,Don't Pretend (feat. SAFE),1E6DEDWDKHoOW0fcFuDghV,71,0.697,0.551,11,-8.833,1,0.0815,0.258,0.00551,0.124,0.219,89.0,165840,4
941,Reik,Amigos Con Derechos,4yVO0wOhXsZC1RuPgHP524,79,0.678,0.806,1,-3.334,1,0.0648,0.0464,0.0,0.0673,0.614,183.984,227480,4
942,H.E.R.,Slide,2rTnVB1bvwxHtaIl4uVu7f,67,0.827,0.469,10,-9.141,0,0.341,0.0807,8.12e-06,0.207,0.196,97.028,238321,4
943,Chance the Rapper,We Go High,01GmGxOPy22EdAZGC0X6q1,67,0.64,0.644,5,-5.698,0,0.37,0.802,0.0,0.101,0.569,85.397,299168,4
944,Kevin Gates,Big Gangsta,2HYvkdq6lpFXkVz9Tfqi8r,66,0.879,0.574,10,-5.602,0,0.391,0.519,8.76e-06,0.144,0.346,144.911,243463,4
945,Jonas Brothers,Used To Be,2n6red10oCd6YhlEUp6jXy,68,0.71,0.517,1,-6.85,1,0.0448,0.172,0.0,0.0786,0.176,145.946,184987,4
946,Russ,Summer At 7,5iVMvLDFM5UBqq2h1ouHoe,70,0.57,0.713,11,-5.374,1,0.0518,0.755,0.0,0.0897,0.458,89.064,174667,4
947,Billie Eilish,WHEN I WAS OLDER - Music Inspired By The Film ROMA,7tGEAA1f8MydT7eVbbO9Zy,73,0.696,0.332,6,-12.834,1,0.0425,0.853,0.433,0.0848,0.0628,150.13,270520,4
948,Trey Songz,Chi Chi (feat. Chris Brown),0UvBmQOhu4DVXJtdzGc5eV,70,0.744,0.549,9,-6.041,0,0.0387,0.548,0.0,0.137,0.277,110.004,139567,4
949,Shoreline Mafia,Caribbean,0wXDkdptCVhhDsLDGAhAOS,67,0.751,0.472,8,-6.979,1,0.247,0.0389,0.0,0.157,0.156,77.618,161160,4
950,KYLE,F You I Love You (feat. Teyana Taylor),27aGlicHJKf5QY20looYlR,70,0.756,0.486,9,-6.491,0,0.2,0.138,0.0,0.116,0.586,98.05,236296,4
951,Blueface,Disrespectful,6rC06yWehxOD8mN7fxGNMb,67,0.945,0.535,9,-6.181,1,0.401,0.192,0.0,0.323,0.65,107.01,152400,4
952,LAY,Honey,5NVepWpDaeBanGNJonzdVh,67,0.919,0.515,8,-7.678,0,0.106,0.0932,2.89e-05,0.0786,0.538,89.988,183693,4
953,Bethel Music,Raise a Hallelujah (Live),0YxrPdW9NpNFtqh7Fw0rva,69,0.452,0.866,1,-4.431,1,0.04,0.0041,0.0,0.134,0.291,81.972,470880,4
954,Grimes,Violence,1AL43xNYEG5KSoqf9Yd6Cr,71,0.499,0.914,5,-4.252,0,0.0511,0.000621,0.529,0.117,0.0789,99.969,220800,4
955,Fuerza Regida,El Dinero Los Cambio,4kgZoTVXtWLcDgs0M5Coiz,70,0.749,0.73,6,-3.096,0,0.0346,0.44,3.84e-06,0.0968,0.958,115.438,184501,1
956,Dean Lewis,Half A Man,1ugQtcwmKOXvKAYzhjncmv,76,0.507,0.204,0,-11.575,1,0.0504,0.855,0.0,0.143,0.343,77.765,179120,4
957,CNCO,De Cero,4XfCa8VFYeTsKbXrVlpKIa,78,0.809,0.676,11,-5.375,1,0.13,0.0306,0.0,0.0954,0.807,94.004,219459,4
958,AJ Mitchell,All My Friends,5Xq7KPZSONkhHx6DFTAbTz,71,0.62,0.64,4,-5.285,1,0.0334,0.0488,0.0,0.0647,0.445,90.032,172787,4
959,GASHI,My Year,6MDjeiUWPPgEwLtiBrr9he,70,0.842,0.808,11,-3.243,0,0.0491,0.206,0.0,0.258,0.705,145.03,190345,4
960,YNW Bslime,Slime Dreams,1TAYYTwJLRvyxiZ4aPb1ys,67,0.743,0.638,1,-6.974,1,0.143,0.0811,0.0,0.123,0.467,162.029,177778,4
961,Jonas Brothers,"Greenlight - From ""Songland""",5HgbcQFIHjNcn46w8ORwhu,67,0.741,0.546,5,-9.122,0,0.0713,0.0369,0.0,0.0733,0.689,141.978,180400,4
962,Tove Lo,Sweettalk my Heart,4Cgedth1L3nBdVLU5Z42m1,71,0.79,0.684,6,-4.372,1,0.0525,0.0825,0.0,0.106,0.236,110.984,179831,4
963,Khalid,Twenty One,1NgCWYuBLfqBDA3b8MgSVU,70,0.776,0.445,9,-8.574,1,0.0371,0.212,0.00409,0.124,0.405,109.981,184200,4
964,Khalid,Better,339Y993TrFyWyO438be0RY,70,0.692,0.552,0,-9.543,0,0.0497,0.0503,0.165,0.136,0.15,98.028,229400,4
965,BROCKHAMPTON,DEARLY DEPARTED,7HuaFNJNNgLmk1WTSigmhi,69,0.318,0.766,9,-6.302,0,0.0412,0.13,0.166,0.34,0.195,128.378,280000,3
966,Sia,"Genius (feat. Sia, Diplo, and Labrinth)",4xigPf2sigSPmuFH3qCelB,77,0.603,0.615,11,-4.931,0,0.165,0.0799,6.72e-05,0.117,0.561,158.657,213707,4
967,j-hope,Chicken Noodle Soup (feat. Becky G),6wyr4ReB05D9sJB1Rsmcqo,77,0.826,0.817,2,-4.081,1,0.0921,0.00502,1.09e-05,0.294,0.168,97.053,235497,4
968,G-Eazy,All Facts (feat. Ty Dolla $ign),7F8HytQB1qAku7ZXTIhcYe,64,0.528,0.705,0,-4.767,0,0.352,0.0691,0.0,0.109,0.645,160.014,180581,4
969,Becky G,La Respuesta,2fOjendzUzepHwR9QrVyYF,79,0.757,0.832,4,-3.674,0,0.229,0.127,0.0,0.167,0.53,180.05,182400,4
970,Gesaffelstein,Lost in the Fire (feat. The Weeknd),2vXKRlJBXyOcvZYTdNeckS,73,0.658,0.671,2,-12.21,1,0.0363,0.0933,0.000927,0.115,0.166,100.966,202093,4
971,James TW,Soldier,00f9VGHfQhAHMCQ2bSjg3D,74,0.496,0.639,6,-6.157,1,0.055,0.28,0.0,0.0975,0.305,147.764,224720,4
972,CF da Kid,Cf Beat,7kd1gqBGW852Yn12yBRLun,65,0.805,0.49,0,-8.254,1,0.0782,0.0143,0.925,0.0935,0.646,129.963,64173,4
973,Tyga,Bop,0EzRnjtN5ER0wu1IudNom8,71,0.936,0.59,9,-6.499,1,0.231,0.0506,0.0,0.0696,0.504,103.113,179004,4
974,Maggie Rogers,Alaska,4HfLQJtVT1KiX1eVedDyTm,68,0.847,0.386,9,-10.668,0,0.0507,0.411,0.00176,0.108,0.178,104.001,188000,4
975,Khalid,Paradise,6fOOKqQWcSy33ApU1wqkkW,70,0.581,0.452,11,-9.558,1,0.15,0.206,0.00329,0.0881,0.523,75.046,173653,4
976,Thomas Rhett,Notice,6YviFs2g3bKgqCTq4CFWAm,66,0.346,0.704,4,-6.309,0,0.0376,0.00246,0.0,0.084,0.258,119.932,222853,4
977,Jonas Brothers,Love Her,2hgk8iKN9UdoM4ILlJ9F5N,69,0.74,0.337,8,-6.039,1,0.0282,0.178,0.0,0.0944,0.56,103.002,193133,4
978,Tones and I,Never Seen The Rain,0JQ5MbyriK6ruD3t6RZ7ix,74,0.672,0.464,6,-5.624,0,0.037,0.43,0.0,0.284,0.271,92.069,200742,4
979,Jonas Brothers,Hesitate,7fiFJADUcHwTdYLmnZeLAy,68,0.622,0.485,2,-7.259,1,0.0322,0.227,0.0,0.0889,0.236,118.051,208840,4
980,Trippie Redd,Throw It Away,4a3ll3Qqy2bl1YhXsZiVQy,68,0.841,0.492,5,-7.051,1,0.227,0.159,7.27e-05,0.0803,0.279,135.032,165773,4
981,Smiley,Unthinkable,5jCzmup6Gr8mjFaCIr7qda,68,0.673,0.478,6,-11.083,0,0.093,0.674,0.0,0.093,0.473,85.962,178605,4
982,3ohBlack,All Talk,6ele4cqsOo9wDWrRQIjPiw,67,0.635,0.797,2,-5.656,1,0.264,0.0252,0.0,0.482,0.457,121.932,239816,4
983,Kaskade,With You,1xK7enJZVdv37fnnxoZlPq,72,0.362,0.921,1,-3.815,0,0.486,0.123,0.0,0.19,0.529,172.191,180840,3
984,bbno$,nursery,2napy7uG4RI74SoyKJVGl5,70,0.926,0.553,5,-8.053,1,0.152,0.403,0.00115,0.0663,0.83,104.98,146286,4
